Longitude,Latitude,AvgDailyTrafficCount
-80.06560462,40.36239276,9657
-79.9911646,40.59472007,9664
-79.97519077,40.33592549,9665
-80.03416321,40.58396027,9670
-79.88196139,40.28197863,9675
-80.02467037,40.39939269,9677
-79.97196524,40.43577192,9684
-80.05172251,40.33022153,9687
-80.22516596,40.43959275,9689
-80.21159554,40.49934974,9699
-80.22920294,40.53189001,9712
-79.9665203,40.5306597,9721
-79.9488878,40.50394629,9728
-80.03535704,40.52835352,9737
-80.00279415,40.43160476,9737
-80.0399827,40.50737958,9740
-79.88181315,40.29218373,9741
-79.76657237,40.47525428,9748
-80.15840856,40.46590797,9748
-79.9556861,40.58235175,9756
-80.05162557,40.51998029,9761
-79.99309774,40.42775033,9768
-79.92649377,40.62531652,9771
-80.08077467,40.38210447,9772
-80.16802269,40.52001658,9772
-80.01875858,40.53329269,9781
-79.88210205,40.49554417,9785
-80.12897801,40.51752075,9789
-80.1901349,40.40402218,9801
-79.86463246,40.34947505,9825
-80.09244962,40.61616855,9835
-79.93942803,40.32555152,9847
-79.75710685,40.43624194,9848
-79.91275372,40.46007321,9857
-80.05782567,40.4756996,9862
-79.84337149,40.3631227,9869
-79.81255394,40.33389959,9881
-79.8517331,40.50788937,9894
-80.04233185,40.40166432,9911
-79.97340288,40.59393733,9937
-80.1257117,40.33001719,9951
-80.22048299,40.55569605,9955
-79.93491467,40.44712717,9972
-79.87891016,40.25748112,9973
-79.9252068,40.3216069,9974
-79.75677642,40.46740398,9989.5
-80.20632281,40.50428683,9992
-80.16843213,40.52933331,10006
-80.08487903,40.52191357,10011
-80.01418286,40.62953127,10012
-79.9348621,40.4280247,10013
-80.10319175,40.55237405,10043
-79.8831033,40.35650369,10045
-79.89299868,40.40803284,10049
-79.77716955,40.58531064,10060
-80.10194399,40.44710527,10078
-79.95592243,40.43614848,10087
-79.83046148,40.31508078,10112
-80.01650061,40.4276298,10121
-79.92472955,40.46004208,10125
-80.29092897,40.49256144,10128
-79.71052693,40.66743435,10134
-79.94347226,40.49652283,10148
-80.04218959,40.35638541,10158
-79.76045958,40.54405023,10167
-80.20426373,40.5423693,10167
-80.07220609,40.35918134,10178
-80.05063106,40.53652585,10189
-79.79015247,40.54116358,10192
-79.85560456,40.50894699,10197
-79.76356276,40.60689721,10226
-80.05991326,40.39128608,10229
-79.80257068,40.34041397,10244
-80.11301984,40.55323903,10244
-80.0448453,40.58300863,10257
-80.00980027,40.28838667,10258
-80.01516042,40.42008962,10263
-80.05048486,40.30914127,10274
-80.03063302,40.29232784,10275
-79.91801082,40.35272366,10288
-79.90785083,40.35972768,10293
-80.03451208,40.4382557,10301
-80.10847627,40.35180766,10315
-79.9889114,40.56337264,10316
-80.02967068,40.50781391,10316
-80.22732963,40.56324408,10321
-79.79895243,40.52771965,10330
-79.95762792,40.41964034,10337
-79.93484177,40.30600477,10343
-79.97121252,40.55400555,10348
-79.80650395,40.54097187,10351
-80.01898601,40.58957316,10354
-79.95143304,40.35991713,10358
-79.89503803,40.30046956,10372
-79.86584346,40.35737077,10373
-80.1072545,40.51253264,10378
-79.78363888,40.32375716,10378
-80.06220543,40.65262757,10391
-80.0082458,40.44812304,10413
-80.02468905,40.57470441,10415
-80.08252688,40.37174773,10426
-79.95539187,40.46931752,10458
-80.04325723,40.52169281,10459
-79.94254404,40.34857834,10459
-79.92276437,40.41380714,10459
-80.1393268,40.3297947,10476
-79.77746342,40.5735027,10476
-80.02226113,40.38343521,10489
-80.10622054,40.50377081,10490
-79.96169309,40.52407679,10495
-79.9140817,40.45514091,10516
-79.93628144,40.44124138,10526
-79.92663403,40.37303089,10534
-79.89118552,40.31001389,10542
-80.06012369,40.46867457,10545
-80.06363014,40.31756248,10555
-79.80148892,40.40920579,10566
-79.9450583,40.41209564,10578
-80.00112715,40.43637243,10588
-79.90566199,40.43810891,10593
-80.07167812,40.31692976,10602
-79.9927426,40.44942511,10606
-80.2500992,40.47381107,10609
-80.01690025,40.40152195,10613
-79.95777423,40.43382027,10631
-79.7862241,40.35826956,10635
-79.93146905,40.48930881,10646
-79.93287729,40.49456818,10651
-80.09275157,40.66802811,10673
-80.00615972,40.35833184,10689
-80.05951836,40.44259421,10712
-80.04478819,40.44238478,10712
-79.95530846,40.45716413,10729
-80.26831637,40.51471647,10779
-79.84056268,40.54003029,10783
-79.9078483,40.47876857,10817
-80.00624627,40.57989477,10870
-79.97229457,40.54133765,10873
-79.80538328,40.33553818,10875
-80.08514076,40.32265464,10876
-80.00875173,40.43021525,10877
-80.03260337,40.4426787,10881
-80.08057705,40.39007699,10882
-80.04957737,40.42439235,10887
-80.02387412,40.55915655,10914
-80.02939249,40.43385298,10916
-80.11142036,40.46450796,10918
-79.96408541,40.43639893,10922
-79.83565874,40.28092737,10924
-80.05595068,40.51342505,10929
-80.01288325,40.53068368,10929
-80.06208116,40.52017383,10956
-79.91667277,40.45343137,11002
-79.829415,40.43954646,11004
-80.08401937,40.65346811,11027
-80.00935239,40.50459989,11042
-79.85038154,40.46296797,11051
-79.90960275,40.36646488,11080
-80.0334549,40.44819661,11086
-79.88456355,40.42977052,11129
-80.1861637,40.52101534,11141
-79.83100304,40.35921645,11165
-79.90969062,40.45221053,11186
-79.84323518,40.53485501,11203
-79.84029808,40.44366283,11216
-79.95598608,40.44598803,11216
-80.09095523,40.31039353,11240
-79.79772608,40.44196665,11246
-80.22222942,40.51453485,11255
-79.84400642,40.45019089,11260
-80.05378378,40.33039583,11279
-79.87660102,40.41409664,11282
-79.97236186,40.48868069,11302
-79.90196367,40.44942249,11303
-79.94614769,40.50678149,11323
-80.02705378,40.31886804,11341
-79.92799135,40.38160576,11354
-79.94638767,40.34822371,11372
-79.84209061,40.36646619,11373
-80.03967676,40.36770943,11385
-79.82886503,40.29909987,11388
-79.95247202,40.50875008,11422
-80.02596189,40.28808505,11464
-79.91755092,40.43803979,11479
-80.04441717,40.42336954,11479
-79.86926743,40.39093687,11480
-80.00877353,40.44256914,11482
-80.06952956,40.30662757,11488
-80.02534759,40.50332283,11507
-79.85095536,40.22400992,11508
-79.76147464,40.44862564,11515
-79.92520665,40.34555596,11519
-80.16083072,40.44289918,11521
-79.83376508,40.3174598,11534
-80.04502325,40.54258159,11544
-79.84723276,40.33315625,11550
-79.82668121,40.33994375,11550
-79.97204712,40.49120879,11575
-79.72359812,40.65070815,11586
-80.02712251,40.44372004,11600
-80.05243355,40.38001668,11601
-79.79277036,40.47517527,11636
-79.9607594,40.46748012,11637
-79.79010781,40.37179572,11643
-79.91199793,40.28912636,11669
-80.02760206,40.35445046,11685
-79.91098008,40.45526034,11693
-79.86040895,40.4398317,11701
-79.91075922,40.38808667,11705
-80.03733285,40.62669047,11706
-80.0314724,40.3056973,11715
-79.81181453,40.46078766,11776
-80.09941729,40.37243428,11779
-79.9076923,40.36335097,11795
-79.94219988,40.6241181,11798.5
-80.02664195,40.450049,11828
-79.92309107,40.4971904,11884
-79.94772486,40.34919674,11895
-80.0294093,40.29734941,11895
-80.13174943,40.51210296,11967
-79.88015603,40.26602024,11999
-80.12364212,40.5164348,12009
-79.92014566,40.4426531,12011
-79.98560322,40.33210704,12031
-79.94453208,40.41094644,12165
-80.00283285,40.35565738,12169
-80.22318829,40.50654046,12206
-80.09000854,40.65756335,12283
-79.81233925,40.48402439,12397
-79.89628116,40.31414563,12518
-80.02397281,40.34277106,12533
-80.07224012,40.48416043,12849
-79.83299998,40.19892044,12898
-80.02517335,40.32747455,12905
-79.83405995,40.35601765,13283
-80.03668523,40.37759692,13393
-79.84368394,40.49861923,13428
-79.92684174,40.4253834,13713
-80.06572951,40.39758217,13822
-79.8638477,40.42987771,14172
-79.84860938,40.47923282,14891
